"sampleid","county","location","long_dd","lat_dd","year","date","type_orig","comm_name","species","type","tissue","da_ppm","da_ppm_prefix"
"M14P01169","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2014,2014-11-03,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01170","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2014,2014-11-03,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01171","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2014,2014-11-03,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01207","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2014,2014-11-10,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01208","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2014,2014-11-10,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01209","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2014,2014-11-12,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01219","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2014,2014-11-17,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01220","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2014,2014-11-17,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01221","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2014,2014-11-17,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01245","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2014,2014-11-24,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01247","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2014,2014-11-24,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01249","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2014,2014-11-24,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01257","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2014,2014-12-01,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01258","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2014,2014-12-01,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01260","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2014,2014-12-01,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01276","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2014,2014-12-08,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01279","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2014,2014-12-08,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01280","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2014,2014-12-08,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01302","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2014,2014-12-15,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01303","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2014,2014-12-15,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01304","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2014,2014-12-15,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01321","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2014,2014-12-22,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01323","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2014,2014-12-22,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01324","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2014,2014-12-22,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01335","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2014,2014-12-29,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01337","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2014,2014-12-29,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M14P01338","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2014,2014-12-29,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00004","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-01-05,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00006","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-01-05,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00007","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-01-05,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00019","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-01-12,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00020","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-01-12,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00021","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-01-12,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00044","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-01-20,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00045","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-01-20,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00046","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-01-20,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00063","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-01-26,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00064","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-01-26,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00066","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-01-26,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00080","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-02-02,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00082","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-02-02,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00083","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-02-02,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00104","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-02-09,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00112","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-02-10,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00113","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-02-10,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00120","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-02-16,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00125","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-02-16,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00127","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-02-16,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00138","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-02-23,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00141","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-02-23,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00142","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-02-23,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00159","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-03-02,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00161","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-03-02,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00162","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-03-02,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00174","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-03-09,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00175","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-03-09,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00176","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-03-09,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00192","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-03-16,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00198","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-03-16,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00199","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-03-16,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00225","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-03-23,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00228","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-03-23,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00229","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-03-23,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00248","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-03-30,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00249","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-03-30,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00247","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-03-31,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00261","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-04-06,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00262","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-04-06,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00264","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-04-06,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00284","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-04-13,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00285","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-04-13,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00286","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-04-13,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00304","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-04-20,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00305","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-04-20,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00307","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-04-20,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00324","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-04-27,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00325","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-04-27,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00327","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-04-27,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00343","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-05-04,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00344","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-05-04,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00345","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-05-04,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00362","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-05-11,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00364","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-05-11,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00365","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-05-11,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00387","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-05-18,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00388","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-05-18,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00389","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-05-18,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00412","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-05-25,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00414","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-05-25,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00416","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-05-26,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00434","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-06-01,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00435","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-06-01,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00436","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-06-01,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00444","Marin","Tomales Bay, Lease #M430-11-O",-122.9382,38.2095,2015,2015-06-01,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00454","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-06-08,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00455","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-06-08,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00456","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-06-08,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00475","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-06-15,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",3,NA
"M15P00476","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-06-15,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"M15P00478","San Luis Obispo","Morro Bay, Lease M-614-01 P2-O",-120.8437,35.33749,2015,2015-06-15,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,"<"
"F15C00861","San Luis Obispo","Morro Bay, Lease M-614-01 P1-O",-120.8489,35.34099,2015,2015-06-18,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",4.1,NA
"F15C00862","San Luis Obispo","Morro Bay, Lease M-614-02-O",-120.85022,35.3311,2015,2015-06-18,"Pacific Oyster, cultured","Pacific oyster","Crassostrea gigas","cultured","whole",2.5,NA
