"sampleid","county","location","long_dd","lat_dd","year","date","type_orig","comm_name","species","type","tissue","da_ppm","da_ppm_prefix"
"M17P00632","Humboldt","Humboldt Bay, USCG Station",-124.217288,40.766284,2017,2017-08-21,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",3.9,NA
"M17P00642","Mendocino","Fort Bragg, Pudding Creek",-123.814684,39.453521,2017,2017-08-22,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00640","Marin","Tomales Bay, Lease #M430-15-M",-122.9437,38.2176,2017,2017-08-23,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00647","Santa Cruz","Santa Cruz Pier",-122.017638,36.957391,2017,2017-08-23,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00648","Humboldt","Trinidad Head",-124.15,41.0515,2017,2017-08-23,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",9.2,NA
"M17P00658","Santa Barbara","Goleta Pier",-119.828141,34.412869,2017,2017-08-23,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00659","San Mateo","Pillar Point",-122.49721,37.4958,2017,2017-08-24,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00660","San Mateo","Pescadero State Beach",-122.411721,37.267295,2017,2017-08-24,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00656","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2017,2017-08-28,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00671","Santa Cruz","Santa Cruz Pier",-122.017638,36.957391,2017,2017-08-30,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00678","Santa Barbara","Goleta Pier",-119.828141,34.412869,2017,2017-08-30,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00680","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2017,2017-09-05,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00684","San Luis Obispo","Morro Bay, North T-Pier",-120.857699,35.370265,2017,2017-09-05,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00691","Santa Cruz","Santa Cruz Pier",-122.017638,36.957391,2017,2017-09-06,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00692","Del Norte","Wilson Creek",-124.102324,41.601596,2017,2017-09-06,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",5.4,NA
"M17P00702","Santa Barbara","Goleta Pier",-119.828141,34.412869,2017,2017-09-06,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00707","San Mateo","Pescadero State Beach",-122.411721,37.267295,2017,2017-09-08,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00703","Del Norte","Hunter Rock, north",-124.2079,41.959707,2017,2017-09-09,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",4.1,NA
"F17E00111","San Diego","La Jolla, Scripps Pier",-117.257594,32.867156,2017,2017-09-11,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00700","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2017,2017-09-11,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00712","Santa Cruz","Santa Cruz Pier",-122.017638,36.957391,2017,2017-09-13,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00718","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2017,2017-09-18,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00732","San Mateo","Pescadero State Beach",-122.411721,37.267295,2017,2017-09-19,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00733","Ventura","Mussel Shoals, Oil Piers",-119.445,34.35,2017,2017-09-19,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00745","Santa Barbara","Goleta Pier",-119.828141,34.412869,2017,2017-09-20,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00738","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2017,2017-09-25,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00752","Santa Cruz","Santa Cruz Pier",-122.017638,36.957391,2017,2017-09-27,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00753","Humboldt","Trinidad Head",-124.15,41.0515,2017,2017-09-27,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00760","Mendocino","Fort Bragg, Pudding Creek",-123.814684,39.453521,2017,2017-09-28,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",6.2,NA
"M17P00757","Humboldt","Humboldt Bay, USCG Station",-124.217288,40.766284,2017,2017-10-02,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",6.5,NA
"M17P00772","San Mateo","Pescadero State Beach",-122.411721,37.267295,2017,2017-10-04,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00773","Santa Cruz","Santa Cruz Pier",-122.017638,36.957391,2017,2017-10-04,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00770","Los Angeles","Portuguese Bend",-118.3588,33.7369,2017,2017-10-05,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00771","Los Angeles","Portuguese Bend",-118.3588,33.7369,2017,2017-10-05,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00787","Ventura","Mussel Shoals, Oil Piers",-119.445,34.35,2017,2017-10-05,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00777","Humboldt","Humboldt Bay, USCG Station",-124.217288,40.766284,2017,2017-10-09,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",4.3,NA
"M17P00778","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2017,2017-10-09,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",6.3,NA
"M17P00797","Humboldt","Trinidad Head",-124.15,41.0515,2017,2017-10-10,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00824","Mendocino","Fort Bragg, Pudding Creek",-123.814684,39.453521,2017,2017-10-11,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00795","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2017,2017-10-16,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00796","Humboldt","Humboldt Bay, USCG Station",-124.217288,40.766284,2017,2017-10-16,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00812","Del Norte","Wilson Creek",-124.102324,41.601596,2017,2017-10-17,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",3.7,NA
"M17P00813","Los Angeles","Portuguese Bend",-118.3588,33.7369,2017,2017-10-17,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00814","Santa Cruz","Santa Cruz Pier",-122.017638,36.957391,2017,2017-10-18,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00822","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2017,2017-10-23,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00835","Santa Cruz","Santa Cruz Pier",-122.017638,36.957391,2017,2017-10-25,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00840","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2017,2017-10-30,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00850","Santa Cruz","Santa Cruz Pier",-122.017638,36.957391,2017,2017-11-01,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00867","San Mateo","Pescadero State Beach",-122.411721,37.267295,2017,2017-11-01,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00863","Marin","Muir Beach",-122.578138,37.859779,2017,2017-11-02,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00861","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2017,2017-11-06,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00862","Humboldt","Humboldt Bay, USCG Station",-124.217288,40.766284,2017,2017-11-06,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00874","Monterey","Monterey, Point Joe",-121.959517,36.609098,2017,2017-11-12,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00870","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2017,2017-11-13,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00871","Humboldt","Humboldt Bay, USCG Station",-124.217288,40.766284,2017,2017-11-13,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00906","Santa Cruz","Santa Cruz Pier",-122.017638,36.957391,2017,2017-11-15,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00891","San Mateo","Pillar Point",-122.49721,37.4958,2017,2017-11-17,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00892","San Mateo","Pescadero State Beach",-122.411721,37.267295,2017,2017-11-17,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00887","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2017,2017-11-20,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00888","Humboldt","Humboldt Bay, USCG Station",-124.217288,40.766284,2017,2017-11-20,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00897","San Luis Obispo","Morro Bay, North T-Pier",-120.857699,35.370265,2017,2017-11-20,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00902","Humboldt","Humboldt Bay, USCG Station",-124.217288,40.766284,2017,2017-11-27,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00903","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2017,2017-11-27,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00928","Los Angeles","Malibu Pier",-118.674,34.035,2017,2017-11-29,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00917","Del Norte","Wilson Creek",-124.102324,41.601596,2017,2017-11-30,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00919","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2017,2017-12-04,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00920","Humboldt","Humboldt Bay, USCG Station",-124.217288,40.766284,2017,2017-12-04,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00948","Mendocino","Fort Bragg, Pudding Creek",-123.814684,39.453521,2017,2017-12-05,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00933","Marin","Tomales Bay, Lease #M430-15-M",-122.9437,38.2176,2017,2017-12-10,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00937","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2017,2017-12-11,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00945","Santa Cruz","Santa Cruz Pier",-122.017638,36.957391,2017,2017-12-13,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00956","Santa Barbara","Goleta Pier",-119.828141,34.412869,2017,2017-12-13,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00954","San Mateo","Pescadero State Beach",-122.411721,37.267295,2017,2017-12-15,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00955","San Mateo","Pillar Point",-122.49721,37.4958,2017,2017-12-15,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00953","Del Norte","Pyramid Pt., Gilbert Creek",-124.206436,41.982244,2017,2017-12-16,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M17P00951","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2017,2017-12-18,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M17P00967","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2017,2017-12-26,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00009","Del Norte","Wilson Creek",-124.102324,41.601596,2017,2017-12-28,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00019","San Mateo","Pescadero State Beach",-122.411721,37.267295,2017,2017-12-28,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00020","San Mateo","Pillar Point",-122.49721,37.4958,2017,2017-12-28,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00018","Los Angeles","Leo Carrillo State Beach",-118.91738,34.03021,2017,2017-12-30,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00007","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2018,2018-01-02,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00032","Santa Barbara","Goleta Pier",-119.828141,34.412869,2018,2018-01-03,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00021","Marin","Tomales Bay, Lease #M430-15-M",-122.9437,38.2176,2018,2018-01-07,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00025","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2018,2018-01-08,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00041","Sonoma","Schoolhouse Beach",-123.079084,38.375,2018,2018-01-12,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00036","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2018,2018-01-15,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00061","Marin","Drakes Bay, Chimney Rock LBS",-122.973274,37.994808,2018,2018-01-19,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00051","Humboldt","Humboldt Bay, USCG Station",-124.217288,40.766284,2018,2018-01-22,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00052","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2018,2018-01-22,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00092","Los Angeles","Malibu, 20000 PCH",-118.610313,34.036478,2018,2018-01-26,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00066","Humboldt","Humboldt Bay, USCG Station",-124.217288,40.766284,2018,2018-01-29,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00067","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2018,2018-01-29,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00089","Del Norte","Wilson Creek",-124.102324,41.601596,2018,2018-01-29,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00098","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2018,2018-02-05,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00111","Santa Cruz","Santa Cruz Pier",-122.017638,36.957391,2018,2018-02-07,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00115","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2018,2018-02-12,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00117","Monterey","Monterey Bay, Commercial Wharf",-121.889411,36.605724,2018,2018-02-12,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00168","San Mateo","Mussel Rock, San Mateo",-122.497403,37.66728,2018,2018-02-14,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00145","San Diego","La Jolla, Scripps Pier",-117.257594,32.867156,2018,2018-02-15,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00140","Humboldt","Humboldt Bay, USCG Station",-124.217288,40.766284,2018,2018-02-20,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00143","Monterey","Monterey Bay, Commercial Wharf",-121.889411,36.605724,2018,2018-02-20,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00167","Humboldt","Humboldt Bay, USCG Station",-124.217288,40.766284,2018,2018-02-26,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00193","Monterey","Monterey, Point Joe",-121.959517,36.609098,2018,2018-03-04,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00191","Humboldt","Humboldt Bay, USCG Station",-124.217288,40.766284,2018,2018-03-05,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00206","Sonoma","Carmet Beach",-123.076706,38.371604,2018,2018-03-08,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00209","Santa Cruz","Santa Cruz, Davenport Landing",-122.21606,37.024226,2018,2018-03-11,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00211","Humboldt","Humboldt Bay, USCG Station",-124.217288,40.766284,2018,2018-03-12,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00253","Humboldt","Humboldt Bay, USCG Station",-124.217288,40.766284,2018,2018-03-19,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00254","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2018,2018-03-19,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00258","Monterey","Monterey Bay, Commercial Wharf",-121.889411,36.605724,2018,2018-03-20,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00279","Santa Cruz","Santa Cruz, Four Mile Beach",-122.123653,36.964055,2018,2018-03-25,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00270","Humboldt","Humboldt Bay, USCG Station",-124.217288,40.766284,2018,2018-03-26,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00276","Mendocino","Fort Bragg, Jefferson Way",-123.819052,39.387099,2018,2018-03-26,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00282","Del Norte","Pyramid Pt., Gilbert Creek",-124.206436,41.982244,2018,2018-03-26,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00289","Del Norte","Wilson Creek",-124.102324,41.601596,2018,2018-03-27,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00290","Sonoma","Carmet Beach",-123.076706,38.371604,2018,2018-03-28,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00285","San Luis Obispo","San Luis Obispo, Cal Poly Pier",-120.740824,35.169492,2018,2018-03-29,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00309","Sonoma","Fort Ross",-123.255071,38.5125,2018,2018-03-30,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00291","Marin","Tomales Bay, Lease #M430-15-M",-122.9437,38.2176,2018,2018-04-01,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00301","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2018,2018-04-02,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00304","Monterey","Monterey, Point Joe",-121.959517,36.609098,2018,2018-04-03,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00316","Humboldt","Humboldt Bay, USCG Station",-124.217288,40.766284,2018,2018-04-09,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00335","Humboldt","Humboldt Bay, USCG Station",-124.217288,40.766284,2018,2018-04-16,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00344","Santa Cruz","Santa Cruz Pier",-122.017638,36.957391,2018,2018-04-18,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00364","Santa Barbara","Goleta Pier",-119.828141,34.412869,2018,2018-04-18,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00358","Humboldt","Trinidad Head",-124.15,41.0515,2018,2018-04-19,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00357","Del Norte","Wilson Creek",-124.102324,41.601596,2018,2018-04-20,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00368","Del Norte","Hunter Rock, north",-124.2079,41.959707,2018,2018-04-20,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00380","San Mateo","Pacifica, Mori Point",-122.498959,37.620128,2018,2018-04-21,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00352","Humboldt","Humboldt Bay, USCG Station",-124.217288,40.766284,2018,2018-04-23,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00355","Monterey","Monterey Bay, Commercial Wharf",-121.889411,36.605724,2018,2018-04-23,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00367","San Mateo","Pillar Point",-122.49721,37.4958,2018,2018-04-24,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00381","Ventura","Mussel Shoals, Oil Piers",-119.445,34.35,2018,2018-04-25,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00385","Orange","Newport Beach Pier",-117.9272,33.6059,2018,2018-04-25,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00372","Marin","Drakes Bay, Chimney Rock LBS",-122.973274,37.994808,2018,2018-04-30,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",3.6,NA
"M18P00379","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2018,2018-04-30,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00387","Sonoma","Schoolhouse Beach",-123.079084,38.375,2018,2018-05-03,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00388","Sonoma","Bodega Harbor, USCG Dock",-123.051303,38.3127654,2018,2018-05-03,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00401","San Mateo","Bean Hollow State Beach",-122.4095,37.2243,2018,2018-05-04,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00404","Los Angeles","Leo Carrillo State Beach",-118.91738,34.03021,2018,2018-05-08,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00405","Ventura","Mussel Shoals",-119.445,34.35,2018,2018-05-08,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00425","Santa Cruz","Santa Cruz, Four Mile Beach",-122.123653,36.964055,2018,2018-05-12,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00411","Marin","Tomales Bay, Lease #M430-15",-122.9437,38.2176,2018,2018-05-13,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00412","Sonoma","Bodega Harbor, USCG Dock",-123.051303,38.3127654,2018,2018-05-14,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",4.5,NA
"M18P00419","Humboldt","Humboldt Bay, Indian Is. Ch.",-124.159516,40.813713,2018,2018-05-14,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00423","Marin","Stinson Beach, south rocks",-122.628918,37.882454,2018,2018-05-15,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00426","Mendocino","Fort Bragg, Jefferson Way",-123.819052,39.387099,2018,2018-05-15,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00428","Marin","Drakes Bay, Chimney Rock LBS",-122.973274,37.994808,2018,2018-05-16,"Sea Mussel, Sentinel","Sea mussel","Mytilus californianus","sentinel","whole",2.5,"<"
"M18P00451","Del Norte","Hunter Rock, north",-124.2079,41.959707,2018,2018-05-17,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
"M18P00430","San Mateo","Pillar Point",-122.49721,37.4958,2018,2018-05-18,"Sea Mussel, wild","Sea mussel","Mytilus californianus","wild","whole",2.5,"<"
